,PMIDs
23112,15813473
23113,3320686
23114,16234140
23115,9549449
23116,21809218
23117,18402856
23118,17015500
23119,16779983
23120,19752472
23121,12648967
23122,18294180
23123,1408861
23124,15105065
23125,18239086
23126,14517188
23127,17071931
23128,18955565
23129,16835383
23130,17593956
23131,14985222
23132,9651405
23133,12052800
23134,12052800
23135,9651405
23136,16168782
23137,16310552
23138,9232040
23139,18156478
23140,11434846
23141,12728112
23142,12728112
23143,8040776
23144,7562288
23145,9457607
23146,17668972
23147,12699051
23148,16170976
23149,18672987
23150,16881807
23151,3865818
23152,1107508
23153,17240933
23154,12691269
23155,18277739
23156,6980082
23157,2083478
23158,3505267
23159,16317317
23160,1727960
23161,9310565
23162,9723823
23163,9450711
23164,21051731
23165,19028741
23166,16085942
23167,15486330
23168,4489649
23169,1585039
23170,11989834
23171,7847302
23172,9339153
23173,12572389
23174,9399219
23175,1918555
23176,16618688
23177,9638782
23178,8664135
23179,3445374
23180,3555083
23181,17230289
23182,9469276
23183,8801151
23184,9501783
23185,12014765
23186,2665493
23187,7540566
23188,1709781
23189,3925335
23190,1671434
23191,8504794
23192,8603630
23193,8601999
23194,7823066
23195,3098555
23196,4207990
23197,10322887
23198,8732151
23199,8880292
23200,14626197
23201,8721940
23202,11194229
23203,11922229
23204,2201413
23205,9812648
23206,11789185
23207,12575375
23208,11477815
23209,8593925
23210,9812643
23211,11477863
23212,11789183
23213,10322847
23214,3042005
23215,5061840
23216,9810966
23217,11505880
23218,4579368
23219,2672426
23220,10584839
23221,3574383
23222,16182685
23223,8460615
23224,16467348
23225,2665639
23226,16982486
23227,11073753
23228,1397668
23229,11073753
23230,10929163
23231,16982486
23232,18045283
23233,2820298
23234,9643859
23235,8678384
23236,18279051
23237,3307620
23238,11073753
23239,3440773
23240,16084809
23241,12611847
23242,4191511
23243,4776883
23244,2643513
23245,3305590
23246,4170274
23247,4577819
23248,4902774
23249,2005227
23250,2740833
23251,1130178
23252,8269914
23253,7007061
23254,4937370
23255,4922754
23256,1828561
23257,9147157
23258,2059362
23259,2911298
23260,3143442
23261,1492936
23262,3334772
23263,8097789
23264,8678397
23265,3467077
23266,8074601
23267,8207648
23268,8028613
23269,1628088
23270,1961169
23271,3308737
23272,1375082
23273,7631676
23274,7282298
23275,11239307
23276,16421061
23277,15223738
23278,10865301
23279,8463199
23280,8747120
23281,2283608
23282,11136307
23283,18476202
23284,8209936
23285,1907447
23286,8443666
23287,2143426
23288,19085908
23289,12746776
23290,15021311
23291,15865225
23292,17381714
23293,15316335
23294,11688904
23295,15598915
23296,14709244
23297,15288482
23298,16856621
23299,12702132
23300,15282351
23301,15282352
23302,17700424
23303,14518142
23304,1580532
23305,10691121
23306,2660783
23307,3288523
23308,2674262
23309,6347749
23310,10923604
23311,7573849
23312,3891826
23313,3279095
23314,3546465
23315,7085236
23316,6121527
23317,1466940
23318,8348256
23319,9032494
23320,1305670
23321,2189866
23322,3067566
23323,3518984
23324,15824848
23325,16355282
23326,15121405
23327,16418786
23328,16294137
23329,12510813
23330,15883638
23331,2778359
23332,6754923
23333,7020612
23334,7711427
23335,8410923
23336,1325010
23337,10916100
23338,8488862
23339,11347755
23340,9867064
23341,11565518
23342,11353877
23343,9269212
23344,15723969
23345,8541002
23346,2507061
23347,15498085
23348,14960504
23349,11325669
23350,8167383
23351,14586718
23352,9538979
23353,10675071
23354,12706322
23355,10851564
23356,11128360
23357,16020405
23358,7548979
23359,8158885
23360,1310913
23361,8239321
23362,11855793
23363,11921421
23364,7485207
23365,9314638
23366,8452322
23367,8062609
23368,3038254
23369,8960857
23370,11289051
23371,8596594
23372,11796177
23373,15516696
23374,8462386
23375,7859897
23376,10361863
23377,11565517
23378,11422755
23379,11565519
23380,2817165
23381,7058964
23382,15774292
23383,7662125
23384,8519711
23385,12594142
23386,9523804
23387,11159241
23388,9523803
23389,11394516
23390,11167171
23391,17377114
23392,11012500
23393,10834773
23394,9698950
23395,10757577
23396,10714841
23397,9523805
23398,11159240
23399,8669677
23400,20675729
23401,11511559
23402,789186
23403,6343868
23404,3101804
23405,395630
23406,7018048
23407,4122561
23408,8211584
23409,15715535
23410,15541854
23411,9584823
23412,14687740
23413,1442991
23414,11883347
23415,9215181
23416,8532276
23417,15491554
23418,14760660
23419,11727073
23420,11084131
23421,11988802
23422,11961622
23423,11961623
23424,10376458
23425,17236859
23426,12163963
23427,14752633
23428,17512301
23429,17122975
23430,11928017
23431,18027030
23432,17377238
23433,12368674
23434,17968168
23435,12184901
23436,17891409
23437,12351250
23438,15352967
23439,11307656
23440,15790675
23441,15976212
23442,9161740
23443,12631041
23444,12905750
23445,19487950
23446,16480474
23447,15845675
23448,11375848
23449,9542555
23450,17146383
23451,16085437
23452,19562533
23453,16238896
23454,15791113
23455,12594143
23456,10072016
23457,18419721
23458,18581586
23459,14693612
23460,7541435
23461,17022854
23462,11464348
23463,11412156
23464,9540151
23465,19105251
23466,18580346
23467,2881132
23468,5792611
23469,4862162
23470,4937729
23471,5816817
23472,1099490
23473,3880687
23474,1747577
23475,6378235
23476,2866047
23477,19537014
23478,6129609
23479,1558072
23480,18042975
23481,2959900
23482,18695272
23483,2213394
23484,12756382
23485,12461499
23486,6228197
23487,9695300
23488,19953579
23489,1513726
23490,16082697
23491,11983043
23492,9480998
23493,9364884
23494,1533504
23495,1929514
23496,2019938
23497,18838938
23498,7598441
23499,8190575
23500,8283363
23501,1428189
23502,1838978
23503,7559195
23504,6754685
23505,1827105
23506,6754685
23507,11868759
23508,1415072
23509,10890259
23510,8980757
23511,8922571
23512,1513608
23513,3923180
23514,1990041
23515,4579967
23516,4585968
23517,1827104
23518,18360019
23519,16775595
23520,16123474
23521,16316360
23522,17035949
23523,17053552
23524,8463521
23525,1904354
23526,1638171
23527,2109658
23528,9152715
23529,1773423
23530,1592575
23531,8369100
23532,10805059
23533,1288668
23534,9581210
23535,8880847
23536,16162254
23537,17407641
23538,14756851
23539,2012456
23540,326219
23541,11014413
23542,6394143
23543,2052380
23544,6831829
23545,2287558
23546,2060256
23547,7955822
23548,10631825
23549,9652613
23550,14656755
23551,17006278
23552,9893767
23553,8356846
23554,11791098
23555,6780837
23556,11794219
23557,340157
23558,19084453
23559,2194380
23560,8346005
23561,3709244
23562,7966893
23563,18097856
23564,10227267
23565,18362256
23566,16631910
23567,21542934
23568,9135895
23569,8648360
23570,9893656
23571,2205358
23572,18790598
23573,4135151
23574,12566906
23575,14673053
23576,12011126
23577,9765767
23578,17548243
23579,9166485
23580,12957457
23581,12799626
23582,15452188
23583,19896571
23584,15754122
23585,11927189
23586,12877666
23587,10492632
23588,12883695
23589,12671693
23590,11328297
23591,10387980
23592,12189224
23593,8487324
23594,15748464
23595,16619567
23596,2483687
23597,16622259
23598,12844250
23599,17687152
23600,12910374
23601,10408844
23602,19164318
23603,15251160
23604,10675381
23605,15452187
23606,17869448
23607,17312332
23608,12743146
23609,16570051
23610,15953714
23611,17972110
23612,16087945
23613,12506181
23614,12782431
23615,11387359
23616,16648508
23617,11794558
23618,7362427
23619,17978323
23620,10560218
23621,5658377
23622,9722821
23623,1445500
23624,3358237
23625,9339968
23626,8836022
23627,2465581
23628,9487169
23629,2249964
23630,17684661
23631,8215728
23632,10753321
23633,11771024
23634,3355041
23635,16314604
23636,7793195
23637,7072998
23638,4942713
23639,6696214
23640,19943458
23641,8291726
23642,378022
23643,4837206
23644,12411035
23645,4895338
23646,7193989
23647,17158129
23648,4014617
23649,8001404
23650,15636826
23651,2378593
23652,3349967
23653,1628583
23654,12027917
23655,11080603
23656,6434595
23657,2303015
23658,4006888
23659,18343200
23660,2406126
23661,19010447
23662,3912787
23663,17201719
23664,17049927
23665,3516668
23666,3545797
23667,17904909
23668,11889661
23669,11220772
23670,11463108
23671,10226473
23672,9192929
23673,10856310
23674,12869359
23675,11585150
23676,15178953
23677,2272094
23678,6151786
23679,9673806
23680,581588
23681,6992760
23682,6355460
23683,12221344
23684,3871754
23685,10714533
23686,2668227
23687,2647667
23688,9820258
23689,3633503
23690,2262314
23691,9798179
23692,9563212
23693,11279973
23694,7790794
23695,895945
23696,9200048
23697,15983428
23698,1615177
23699,9730996
23700,15581196
23701,15741443
23702,16434174
23703,8556969
23704,7065831
23705,10716102
23706,1311974
23707,15876901
23708,1968773
23709,7869468
23710,8957147
23711,3977557
23712,4028630
23713,22540433
23714,22137413
23715,12095666
23716,19686525
23717,6108466
23718,2646089
23719,12633912
23720,12237786
23721,7351906
23722,10709897
23723,1511192
23724,7050331
23725,7194395
23726,3142396
23727,3056503
23728,2242456
23729,2180474
23730,2183619
23731,6387888
23732,6407638
23733,6872291
23734,2647130
23735,8058230
23736,3904322
23737,6131164
23738,7428566
23739,3743860
23740,2874067
23741,7757311
23742,1398694
23743,8487154
23744,3627579
23745,10972216
23746,7482844
23747,7878817
23748,9838320
23749,8709353
23750,15882713
23751,16339095
23752,15638236
23753,12801957
23754,15940615
23755,11383595
23756,15489577
23757,16339095
23758,2179780
23759,2783493
23760,8656837
23761,3904321
23762,19996018
23763,17142257
23764,19682118
23765,8985189
23766,10675165
23767,11089658
23768,1443954
23769,14581440
23770,7909875
23771,12450472
23772,16840441
23773,11561916
23774,7950558
23775,11818342
23776,11152840
23777,11458479
23778,7783576
23779,1543193
23780,1543193
23781,15782876
23782,15020384
23783,12383389
23784,15143111
23785,9795874
23786,8818126
23787,14687273
23788,19707575
23789,19030110
23790,8271086
23791,10571703
23792,9412301
23793,9412301
23794,12389758
23795,7580661
23796,16840441
23797,16840441
23798,16840441
23799,14705283
23800,8978112
23801,10091968
23802,7607777
23803,17194863
23804,10790902
23805,17604473
23806,18564698
23807,15758533
23808,23056681
23809,19584487
23810,21785863
23811,22267374
23812,17545300
23813,21677099
23814,16126933
23815,9377917
23816,16884530
23817,3547970
23818,1503286
23819,10771799
23820,2386281
23821,2060336
23822,1613206
23823,1540363
23824,7697277
23825,2774261
23826,2589661
23827,8968181
23828,11584255
23829,7956294
23830,9677791
23831,9142578
23832,9377886
23833,10378563
23834,9118709
23835,8915237
23836,16505654
23837,6628007
23838,6536517
23839,9515854
23840,8674333
23841,2295234
23842,12771595
23843,20559821
23844,21398619
23845,21145284
23846,15080850
23847,9505981
23848,17937851
23849,9895382
23850,16819379
23851,12041718
23852,15479678
23853,15660766
23854,8325280
23855,11723262
23856,9404379
23857,8630593
23858,10543292
23859,16421364
23860,11684212
23861,6767295
23862,15848990
23863,16697231
23864,17045832
23865,8821521
23866,19032398
23867,2084236
23868,3883172
23869,8242109
23870,3893441
23871,4037555
23872,1986730
23873,2969232
23874,8251051
23875,11504964
23876,11796805
23877,20352320
23878,16482408
23879,15213569
23880,9792386
23881,17067252
23882,17591662
23883,18543095
23884,15800098
23885,19716639
23886,20373139
23887,18799768
23888,16099293
23889,17105795
23890,19433689
23891,971383
23892,389259
23893,1030974
23894,1089884
23895,2705373
23896,840119
23897,4108259
23898,4573122
23899,6817596
23900,4843149
23901,13218503
23902,484261
23903,937882
23904,531232
23905,16580386
23906,19890022
23907,18940877
23908,16484504
23909,19761688
23910,8639131
23911,11514765
23912,2005167
23913,8550169
23914,18669966
23915,10232034
23916,19219808
23917,9553538
23918,9728307
23919,9611022
23920,18162669
23921,19672606
23922,20360500
23923,8376441
23924,11886906
23925,1587874
23926,16059696
23927,16552995
23928,11514766
23929,1592640
23930,11879828
23931,17211264
23932,20176167
23933,15686241
23934,12142826
23935,7996318
23936,15795570
23937,15686240
23938,11407040
23939,3267650
23940,16102553
23941,17689627
23942,1123385
23943,2684990
23944,7041788
23945,20133204
23946,15677598
23947,1827472
23948,11018229
23949,22099722
23950,11305854
23951,16582056
23952,12695318
23953,14628987
23954,9888904
23955,11423492
23956,2060429
23957,1611832
23958,11023137
23959,12832297
23960,10403584
23961,11281505
23962,1499480
23963,8088113
23964,15277409
23965,6938308
23966,4865754
23967,3475680
23968,10997757
23969,11460274
23970,3144446
23971,18341562
23972,4151915
23973,1057274
23974,4405216
23975,3895545
23976,8249842
23977,16154480
23978,7751430
23979,8018001
23980,6357258
23981,6753893
23982,17917321
23983,8572837
23984,3543231
23985,2442550
23986,15001200
23987,8282360
23988,11440284
23989,7533223
23990,17198906
23991,17379047
23992,9008256
23993,7925516
23994,7564362
23995,10480473
23996,1597846
23997,14627176
23998,8147677
23999,7527107
24000,9883710
24001,17928878
24002,2076713
24003,7498858
24004,7927956
24005,8247917
24006,8880557
24007,2180849
24008,3555588
24009,1665184
24010,8021909
24011,7564350
24012,17143194
24013,9331013
24014,8513849
24015,8542050
24016,8998184
24017,9679994
24018,14678367
24019,15065100
24020,10632830
24021,12084693
24022,11804772
24023,11085838
24024,17389534
24025,15305348
24026,15040791
24027,14521639
24028,19209172
24029,18299490
24030,18618513
24031,19590021
24032,2970220
24033,16875796
24034,17696268
24035,17685733
24036,19605885
24037,8635032
24038,12460093
24039,10982117
24040,16911143
24041,16129870
24042,18714075
24043,11562929
24044,17005051
24045,10418541
24046,12939889
24047,17540908
24048,16024212
24049,16855125
24050,11206942
24051,16377604
24052,16336366
24053,12781936
24054,7486240
24055,16478927
24056,16709212
24057,11281872
24058,15280342
24059,19104360
24060,18573775
24061,6823425
24062,18760888
24063,15310772
24064,18613319
24065,17333332
24066,12697850
24067,11532844
24068,15280341
24069,11532845
24070,11561335
24071,17319855
24072,9685472
24073,19049552
24074,17689600
24075,8651843
24076,9334792
24077,17898242
24078,12790313
24079,15911190
24080,11958495
24081,17954796
24082,10463708
24083,9190093
24084,10836772
24085,17400413
24086,11550168
24087,18190370
24088,18766034
24089,19210013
24090,11089711
24091,19786674
24092,16173330
24093,11281861
24094,15733266
24095,17214891
24096,11000669
24097,15983143
24098,11167431
24099,9249106
24100,11103176
24101,7669314
24102,15109188
24103,10712710
24104,10866717
24105,9526937
24106,12196367
24107,11604444
24108,7498356
24109,17341515
24110,16904951
24111,16279581
24112,15173366
24113,19473813
24114,12610182
24115,12538203
24116,3094776
24117,10213724
24118,16279289
24119,18946893
24120,18386101
24121,20484492
24122,15800312
24123,16877628
24124,18245061
24125,16679344
24126,19403495
24127,15485728
24128,16279272
24129,7898297
24130,17148534
24131,7659635
24132,1941028
24133,9376207
24134,15850856
24135,18718924
24136,15617949
24137,9422014
24138,10221739
24139,20367586
24140,17060222
24141,2189772
24142,17848908
24143,12057880
24144,19152024
24145,18166837
24146,10519499
24147,11737404
24148,9104380
24149,10489946
24150,10502591
24151,10028979
24152,10391261
24153,10502592
24154,11354578
24155,4865295
24156,15602113
24157,7868850
24158,9347380
24159,1599987
24160,15367427
24161,4607226
24162,9060557
24163,20164484
24164,19109560
24165,15987349
24166,9407153
24167,6981349
24168,4750180
24169,7605662
24170,8609701
24171,7587429
24172,9422571
24173,8830811
24174,10598923
24175,7836078
24176,9231675
24177,2839443
24178,8948345
24179,8226143
24180,2166020
24181,8175443
24182,8948343
24183,8961366
24184,2166017
24185,2067127
24186,10717168
24187,8226142
24188,9132823
24189,2170660
24190,1330280
24191,12095057
24192,10620211
24193,7582304
24194,19376585
24195,20855114
24196,22537617
24197,21459215
24198,17917738
24199,20980427
24200,20416952
24201,22330964
24202,21529957
24203,16154196
24204,12454841
24205,15349901
24206,12612902
24207,8878773
